x,y,z,radial,toroidal angle
0.591633168,-0.16060458,-1.582991436,0.613044564,-0.26507188
0.591130038,-0.162546875,-1.582964872,0.613071128,-0.268344372
0.590620532,-0.164487597,-1.582938306,0.613097694,-0.271616865
0.590104656,-0.166426725,-1.582911739,0.613124261,-0.274889357
0.589582414,-0.168364239,-1.58288517,0.61315083,-0.27816185
0.589053811,-0.170300117,-1.582858601,0.613177399,-0.281434342
0.588518853,-0.172234339,-1.582832031,0.613203969,-0.284706834
0.587977545,-0.174166884,-1.582805459,0.613230541,-0.287979327
0.617826911,0.016178367,-1.592704903,0.618038697,0.026179939
0.617903002,0.014157056,-1.59267844,0.61806516,0.022907446
0.617972482,0.012135421,-1.592651975,0.618091625,0.019634954
0.618035348,0.010113482,-1.59262551,0.61811809,0.016362462
0.618091599,0.008091262,-1.592599043,0.618144557,0.013089969
0.618141234,0.006068782,-1.592572576,0.618171024,0.009817477
0.618184252,0.004046064,-1.592546107,0.618197493,0.006544985
0.618220653,0.00202313,-1.592519637,0.618223963,0.003272492
0.618250434,0,-1.592493166,0.618250434,0
0.618273596,-0.002023303,-1.592466694,0.618276906,-0.003272492
0.618290137,-0.004046757,-1.59244022,0.61830338,-0.006544985
0.618300056,-0.006070342,-1.592413746,0.618329854,-0.009817477
0.618303354,-0.008094034,-1.59238727,0.61835633,-0.013089969
0.618300029,-0.010117814,-1.592360793,0.618382807,-0.016362462
0.61829008,-0.012141658,-1.592334315,0.618409285,-0.019634954
0.618273508,-0.014165545,-1.592307836,0.618435764,-0.022907446
0.618250312,-0.016189454,-1.592281356,0.618462244,-0.026179939
0.618220492,-0.018213363,-1.592254875,0.618488725,-0.029452431
0.618184047,-0.02023725,-1.592228392,0.618515208,-0.032724923
0.618140977,-0.022261094,-1.592201909,0.618541691,-0.035997416
0.618091282,-0.024284873,-1.592175424,0.618568176,-0.039269908
0.618034963,-0.026308564,-1.592148938,0.618594662,-0.042542401
0.617972018,-0.028332148,-1.592122451,0.618621149,-0.045814893
0.617902449,-0.030355601,-1.592095963,0.618647637,-0.049087385
0.617826255,-0.032378902,-1.592069474,0.618674126,-0.052359878
0.617743436,-0.03440203,-1.592042984,0.618700617,-0.05563237
0.617653994,-0.036424962,-1.592016492,0.618727108,-0.058904862
0.617557928,-0.038447678,-1.591989999,0.618753601,-0.062177355
0.617455239,-0.040470154,-1.591963506,0.618780094,-0.065449847
0.617345927,-0.042492371,-1.591937011,0.618806589,-0.068722339
0.617229993,-0.044514306,-1.591910515,0.618833085,-0.071994832
0.617107438,-0.046535937,-1.591884017,0.618859583,-0.075267324
0.616978262,-0.048557242,-1.591857519,0.618886081,-0.078539816
0.616842466,-0.050578201,-1.59183102,0.61891258,-0.081812309
0.616700051,-0.052598791,-1.591804519,0.618939081,-0.085084801
0.616551019,-0.05461899,-1.591778017,0.618965583,-0.088357293
0.616395369,-0.056638778,-1.591751514,0.618992086,-0.091629786
0.616233104,-0.058658132,-1.59172501,0.61901859,-0.094902278
0.616064224,-0.06067703,-1.591698505,0.619045095,-0.09817477
0.61588873,-0.062695451,-1.591671999,0.619071601,-0.101447263
0.615706624,-0.064713374,-1.591645491,0.619098109,-0.104719755
0.615517908,-0.066730776,-1.591618983,0.619124617,-0.107992247
0.615322582,-0.068747636,-1.591592473,0.619151127,-0.11126474
0.615120649,-0.070763933,-1.591565962,0.619177638,-0.114537232
0.614912109,-0.072779644,-1.59153945,0.61920415,-0.117809725
0.614696965,-0.074794749,-1.591512937,0.619230663,-0.121082217
0.614475219,-0.076809224,-1.591486423,0.619257177,-0.124354709
0.614246871,-0.07882305,-1.591459908,0.619283692,-0.127627202
0.614011924,-0.080836203,-1.591433391,0.619310209,-0.130899694
0.61377038,-0.082848664,-1.591406874,0.619336726,-0.134172186
0.613522241,-0.084860409,-1.591380355,0.619363245,-0.137444679
0.613267509,-0.086871417,-1.591353835,0.619389765,-0.140717171
0.613006187,-0.088881667,-1.591327314,0.619416286,-0.143989663
0.612738275,-0.090891137,-1.591300792,0.619442808,-0.147262156
0.612463778,-0.092899806,-1.591274268,0.619469332,-0.150534648
0.612182696,-0.094907651,-1.591247744,0.619495856,-0.15380714
0.611895033,-0.096914652,-1.591221218,0.619522382,-0.157079633
0.611600791,-0.098920787,-1.591194692,0.619548909,-0.160352125
0.611299973,-0.100926034,-1.591168164,0.619575436,-0.163624617
0.610992581,-0.102930372,-1.591141635,0.619601965,-0.16689711
0.610678618,-0.104933778,-1.591115105,0.619628495,-0.170169602
0.610358087,-0.106936233,-1.591088573,0.619655027,-0.173442094
0.610030991,-0.108937713,-1.591062041,0.619681559,-0.176714587
0.609697332,-0.110938198,-1.591035507,0.619708093,-0.179987079
0.609357114,-0.112937666,-1.591008973,0.619734627,-0.183259571
0.609010339,-0.114936095,-1.590982437,0.619761163,-0.186532064
0.608657012,-0.116933464,-1.5909559,0.6197877,-0.189804556
0.608297135,-0.118929752,-1.590929362,0.619814238,-0.193077049
0.607930711,-0.120924937,-1.590902823,0.619840777,-0.196349541
0.607557744,-0.122918997,-1.590876282,0.619867318,-0.199622033
0.607178237,-0.124911912,-1.590849741,0.619893859,-0.202894526
0.606792193,-0.126903659,-1.590823198,0.619920402,-0.206167018
0.606399617,-0.128894218,-1.590796654,0.619946946,-0.20943951
0.606000512,-0.130883566,-1.59077011,0.61997349,-0.212712003
0.605594882,-0.132871683,-1.590743564,0.620000036,-0.215984495
0.60518273,-0.134858546,-1.590717016,0.620026584,-0.219256987
0.604764061,-0.136844136,-1.590690468,0.620053132,-0.22252948
0.604338877,-0.138828429,-1.590663919,0.620079681,-0.225801972
0.603907184,-0.140811406,-1.590637368,0.620106232,-0.229074464
0.603468985,-0.142793044,-1.590610816,0.620132784,-0.232346957
0.603024285,-0.144773322,-1.590584264,0.620159336,-0.235619449
0.602573087,-0.146752219,-1.59055771,0.62018589,-0.238891941
0.602115396,-0.148729714,-1.590531154,0.620212445,-0.242164434
0.601651216,-0.150705784,-1.590504598,0.620239002,-0.245436926
0.601180552,-0.15268041,-1.590478041,0.620265559,-0.248709418
0.600703408,-0.154653569,-1.590451482,0.620292118,-0.251981911
0.600219789,-0.156625241,-1.590424923,0.620318677,-0.255254403
0.599729699,-0.158595404,-1.590398362,0.620345238,-0.258526895
0.599233144,-0.160564037,-1.5903718,0.6203718,-0.261799388
0.598730127,-0.162531119,-1.590345237,0.620398363,-0.26507188
0.598220653,-0.164496628,-1.590318673,0.620424927,-0.268344372
0.597704728,-0.166460543,-1.590292107,0.620451493,-0.271616865
0.597182357,-0.168422844,-1.590265541,0.620478059,-0.274889357
0.596653544,-0.170383508,-1.590238973,0.620504627,-0.27816185
0.596118295,-0.172342515,-1.590212405,0.620531195,-0.281434342
0.595576615,-0.174299845,-1.590185835,0.620557765,-0.284706834
0.595028509,-0.176255474,-1.590159264,0.620584336,-0.287979327
0.625178187,0.016370867,-1.600058707,0.625392493,0.026179939
0.62525487,0.014325498,-1.600032243,0.625418957,0.022907446
0.625324861,0.012279803,-1.600005778,0.625445422,0.019634954
0.625388161,0.010233803,-1.599979312,0.625471888,0.016362462
0.625444767,0.00818752,-1.599952845,0.625498355,0.013089969
0.625494679,0.006140977,-1.599926377,0.625524823,0.009817477
0.625537894,0.004094194,-1.599899907,0.625551293,0.006544985
0.625574413,0.002047195,-1.599873437,0.625577763,0.003272492
0.625604235,0,-1.599846965,0.625604235,0
0.625627358,-0.002047368,-1.599820492,0.625630708,-0.003272492
0.625643781,-0.004094887,-1.599794019,0.625657181,-0.006544985
0.625653504,-0.006142536,-1.599767544,0.625683656,-0.009817477
0.625656526,-0.008190293,-1.599741068,0.625710133,-0.013089969
0.625652847,-0.010238134,-1.59971459,0.62573661,-0.016362462
0.625642466,-0.01228604,-1.599688112,0.625763088,-0.019634954
0.625625383,-0.014333987,-1.599661632,0.625789568,-0.022907446
0.625601597,-0.016381954,-1.599635152,0.625816048,-0.026179939
0.625571107,-0.018429919,-1.59960867,0.62584253,-0.029452431
0.625533915,-0.02047786,-1.599582187,0.625869013,-0.032724923
0.625490018,-0.022525755,-1.599555703,0.625895497,-0.035997416
0.625439419,-0.024573582,-1.599529218,0.625921982,-0.039269908
0.625382115,-0.026621319,-1.599502732,0.625948468,-0.042542401
0.625318108,-0.028668944,-1.599476245,0.625974955,-0.045814893
0.625247398,-0.030716435,-1.599449756,0.626001444,-0.049087385
0.625169984,-0.032763771,-1.599423267,0.626027933,-0.052359878
0.625085867,-0.034810928,-1.599396776,0.626054424,-0.05563237
0.624995048,-0.036857887,-1.599370284,0.626080916,-0.058904862
0.624897526,-0.038904623,-1.599343791,0.626107409,-0.062177355
0.624793302,-0.040951117,-1.599317297,0.626133903,-0.065449847
0.624682377,-0.042997344,-1.599290802,0.626160398,-0.068722339
0.624564752,-0.045043285,-1.599264306,0.626186894,-0.071994832
0.624440426,-0.047088916,-1.599237808,0.626213392,-0.075267324
0.624309402,-0.049134216,-1.59921131,0.62623989,-0.078539816
0.624171679,-0.051179162,-1.59918481,0.62626639,-0.081812309
0.624027258,-0.053223734,-1.599158309,0.626292891,-0.085084801
0.623876142,-0.055267908,-1.599131807,0.626319393,-0.088357293
0.623718329,-0.057311663,-1.599105304,0.626345896,-0.091629786
0.623553823,-0.059354978,-1.5990788,0.6263724,-0.094902278
0.623382623,-0.061397829,-1.599052295,0.626398905,-0.09817477
0.623204732,-0.063440196,-1.599025788,0.626425412,-0.101447263
0.62302015,-0.065482056,-1.598999281,0.626451919,-0.104719755
0.622828879,-0.067523388,-1.598972772,0.626478428,-0.107992247
0.622630921,-0.069564169,-1.598946262,0.626504938,-0.11126474
0.622426276,-0.071604378,-1.598919752,0.626531449,-0.114537232
0.622214947,-0.073643992,-1.59889324,0.62655796,-0.117809725
0.621996935,-0.07568299,-1.598866726,0.626584474,-0.121082217
0.621772243,-0.07772135,-1.598840212,0.626610988,-0.124354709
0.621540871,-0.07975905,-1.598813697,0.626637503,-0.127627202
0.621302822,-0.081796068,-1.59878718,0.62666402,-0.130899694
0.621058098,-0.083832383,-1.598760663,0.626690537,-0.134172186
0.620806701,-0.085867971,-1.598734144,0.626717056,-0.137444679
0.620548633,-0.087902813,-1.598707624,0.626743576,-0.140717171
0.620283896,-0.089936885,-1.598681103,0.626770097,-0.143989663
0.620012492,-0.091970165,-1.598654581,0.626796619,-0.147262156
0.619734424,-0.094002633,-1.598628058,0.626823142,-0.150534648
0.619449695,-0.096034266,-1.598601533,0.626849667,-0.15380714
0.619158306,-0.098065042,-1.598575008,0.626876192,-0.157079633
0.618860261,-0.100094939,-1.598548481,0.626902719,-0.160352125
0.618555561,-0.102123936,-1.598521953,0.626929247,-0.163624617
0.61824421,-0.104152011,-1.598495425,0.626955775,-0.16689711
0.61792621,-0.106179142,-1.598468895,0.626982305,-0.170169602
0.617601564,-0.108205308,-1.598442364,0.627008836,-0.173442094
0.617270276,-0.110230485,-1.598415831,0.627035369,-0.176714587
0.616932348,-0.112254654,-1.598389298,0.627061902,-0.179987079
0.616587783,-0.114277791,-1.598362764,0.627088436,-0.183259571
0.616236584,-0.116299875,-1.598336228,0.627114972,-0.186532064
0.615878754,-0.118320885,-1.598309691,0.627141509,-0.189804556
0.615514298,-0.120340798,-1.598283153,0.627168047,-0.193077048
0.615143217,-0.122359594,-1.598256615,0.627194585,-0.196349541
0.614765517,-0.124377249,-1.598230074,0.627221126,-0.199622033
0.614381199,-0.126393743,-1.598203533,0.627247667,-0.202894526
0.613990267,-0.128409054,-1.598176991,0.627274209,-0.206167018
0.613592726,-0.13042316,-1.598150448,0.627300753,-0.20943951
0.613188579,-0.13243604,-1.598123903,0.627327297,-0.212712003
0.612777829,-0.134447671,-1.598097357,0.627353843,-0.215984495
0.612360481,-0.136458032,-1.59807081,0.62738039,-0.219256987
0.611936538,-0.138467102,-1.598044263,0.627406937,-0.22252948
0.611506005,-0.140474858,-1.598017714,0.627433487,-0.225801972
0.611068885,-0.14248128,-1.597991163,0.627460037,-0.229074464
0.610625183,-0.144486346,-1.597964612,0.627486588,-0.232346957
0.610174902,-0.146490033,-1.59793806,0.62751314,-0.235619449
0.609718048,-0.148492321,-1.597911506,0.627539694,-0.238891941
0.609254624,-0.150493188,-1.597884951,0.627566249,-0.242164434
0.608784634,-0.152492613,-1.597858396,0.627592804,-0.245436926
0.608308084,-0.154490573,-1.597831839,0.627619361,-0.248709418
0.607824978,-0.156487047,-1.597805281,0.627645919,-0.251981911
0.60733532,-0.158482014,-1.597778722,0.627672478,-0.255254403
0.606839116,-0.160475452,-1.597752161,0.627699039,-0.258526896
0.606336369,-0.16246734,-1.5977256,0.6277256,-0.261799388
0.605827085,-0.164457657,-1.597699037,0.627752163,-0.26507188
0.605311268,-0.16644638,-1.597672474,0.627778726,-0.268344372
0.604788924,-0.168433489,-1.597645909,0.627805291,-0.271616865
0.604260058,-0.170418962,-1.597619343,0.627831857,-0.274889357
0.603724675,-0.172402777,-1.597592776,0.627858424,-0.27816185
0.603182779,-0.174384914,-1.597566208,0.627884992,-0.281434342
0.602634377,-0.17636535,-1.597539639,0.627911561,-0.284706834
0.602079473,-0.178344065,-1.597513069,0.627938131,-0.287979327
0.632529463,0.016563367,-1.607412511,0.632746289,0.026179939
0.632606737,0.01449394,-1.607386046,0.632772754,0.022907446
0.632677241,0.012424185,-1.607359581,0.632799219,0.019634954
0.632740974,0.010354124,-1.607333114,0.632825686,0.016362462
0.632797935,0.008283779,-1.607306647,0.632852153,0.013089969
0.632848123,0.006213172,-1.607280178,0.632878622,0.009817477
0.632891536,0.004142325,-1.607253708,0.632905092,0.006544985
0.632928174,0.00207126,-1.607227237,0.632931563,0.003272492
0.632958035,0,-1.607200765,0.632958035,0
0.632981119,-0.002071433,-1.607174291,0.632984509,-0.003272492
0.632997425,-0.004143018,-1.607147817,0.633010983,-0.006544985
0.633006952,-0.006214731,-1.607121342,0.633037458,-0.009817477
0.633009699,-0.008286551,-1.607094865,0.633063935,-0.013089969
0.633005666,-0.010358455,-1.607068387,0.633090413,-0.016362462
0.632994852,-0.012430422,-1.607041909,0.633116891,-0.019634954
0.632977257,-0.014502429,-1.607015429,0.633143371,-0.022907446
0.632952881,-0.016574455,-1.606988948,0.633169852,-0.026179939
0.632921723,-0.018646475,-1.606962465,0.633196334,-0.029452431
0.632883782,-0.02071847,-1.606935982,0.633222818,-0.032724923
0.63283906,-0.022790416,-1.606909498,0.633249302,-0.035997416
0.632787555,-0.024862291,-1.606883012,0.633275787,-0.039269908
0.632729268,-0.026934073,-1.606856526,0.633302274,-0.042542401
0.632664198,-0.02900574,-1.606830038,0.633328762,-0.045814893
0.632592346,-0.031077269,-1.606803549,0.633355251,-0.049087385
0.632513713,-0.033148639,-1.60677706,0.63338174,-0.052359878
0.632428298,-0.035219827,-1.606750569,0.633408231,-0.05563237
0.632336101,-0.037290811,-1.606724076,0.633434724,-0.058904862
0.632237123,-0.039361569,-1.606697583,0.633461217,-0.062177355
0.632131365,-0.041432079,-1.606671089,0.633487711,-0.065449847
0.632018827,-0.043502318,-1.606644593,0.633514206,-0.068722339
0.63189951,-0.045572264,-1.606618097,0.633540703,-0.071994832
0.631773415,-0.047641895,-1.606591599,0.633567201,-0.075267324
0.631640542,-0.049711189,-1.606565101,0.633593699,-0.078539816
0.631500891,-0.051780123,-1.606538601,0.633620199,-0.081812309
0.631354465,-0.053848676,-1.6065121,0.6336467,-0.085084801
0.631201264,-0.055916826,-1.606485598,0.633673202,-0.088357293
0.631041289,-0.057984549,-1.606459094,0.633699706,-0.091629786
0.630874542,-0.060051824,-1.60643259,0.63372621,-0.094902278
0.630701023,-0.062118629,-1.606406085,0.633752715,-0.09817477
0.630520734,-0.064184941,-1.606379578,0.633779222,-0.101447263
0.630333675,-0.066250739,-1.606353071,0.63380573,-0.104719755
0.63013985,-0.068316,-1.606326562,0.633832238,-0.107992247
0.629939258,-0.070380702,-1.606300052,0.633858748,-0.11126474
0.629731903,-0.072444822,-1.606273541,0.633885259,-0.114537232
0.629517784,-0.07450834,-1.606247029,0.633911771,-0.117809724
0.629296905,-0.076571232,-1.606220516,0.633938284,-0.121082217
0.629069267,-0.078633476,-1.606194001,0.633964799,-0.124354709
0.628834871,-0.080695051,-1.606167486,0.633991314,-0.127627202
0.62859372,-0.082755933,-1.60614097,0.63401783,-0.130899694
0.628345816,-0.084816102,-1.606114452,0.634044348,-0.134172186
0.62809116,-0.086875534,-1.606087933,0.634070867,-0.137444679
0.627829756,-0.088934208,-1.606061413,0.634097387,-0.140717171
0.627561605,-0.090992102,-1.606034892,0.634123908,-0.143989663
0.627286709,-0.093049193,-1.60600837,0.63415043,-0.147262156
0.627005071,-0.09510546,-1.605981847,0.634176953,-0.150534648
0.626716693,-0.09716088,-1.605955323,0.634203477,-0.15380714
0.626421579,-0.099215431,-1.605928798,0.634230002,-0.157079633
0.626119729,-0.101269091,-1.605902271,0.634256529,-0.160352125
0.625811148,-0.103321839,-1.605875744,0.634283056,-0.163624617
0.625495838,-0.105373651,-1.605849215,0.634309585,-0.16689711
0.625173802,-0.107424506,-1.605822685,0.634336115,-0.170169602
0.624845042,-0.109474383,-1.605796154,0.634362646,-0.173442094
0.624509561,-0.111523258,-1.605769622,0.634389178,-0.176714587
0.624167364,-0.113571109,-1.605743089,0.634415711,-0.179987079
0.623818451,-0.115617916,-1.605716555,0.634442245,-0.183259571
0.623462828,-0.117663655,-1.605690019,0.634468781,-0.186532064
0.623100497,-0.119708306,-1.605663483,0.634495317,-0.189804556
0.622731461,-0.121751845,-1.605636945,0.634521855,-0.193077048
0.622355724,-0.12379425,-1.605610407,0.634548393,-0.196349541
0.621973289,-0.125835501,-1.605583867,0.634574933,-0.199622033
0.62158416,-0.127875575,-1.605557326,0.634601474,-0.202894526
0.621188341,-0.129914449,-1.605530784,0.634628016,-0.206167018
0.620785834,-0.131952103,-1.605504241,0.634654559,-0.20943951
0.620376645,-0.133988513,-1.605477697,0.634681104,-0.212712003
0.619960776,-0.136023659,-1.605451151,0.634707649,-0.215984495
0.619538232,-0.138057518,-1.605424605,0.634734195,-0.219256987
0.619109016,-0.140090068,-1.605398057,0.634760743,-0.22252948
0.618673133,-0.142121288,-1.605371509,0.634787292,-0.225801972
0.618230586,-0.144151155,-1.605344959,0.634813841,-0.229074464
0.617781381,-0.146179648,-1.605318408,0.634840392,-0.232346957
0.61732552,-0.148206745,-1.605291856,0.634866944,-0.235619449
0.616863009,-0.150232424,-1.605265303,0.634893497,-0.238891941
0.616393852,-0.152256663,-1.605238749,0.634920051,-0.242164434
0.615918053,-0.154279441,-1.605212193,0.634946607,-0.245436926
0.615435617,-0.156300735,-1.605185637,0.634973163,-0.248709418
0.614946548,-0.158320524,-1.605159079,0.634999721,-0.251981911
0.614450852,-0.160338787,-1.605132521,0.635026279,-0.255254403
0.613948532,-0.162355501,-1.605105961,0.635052839,-0.258526895
0.613439594,-0.164370644,-1.6050794,0.6350794,-0.261799388
0.612924043,-0.166384195,-1.605052838,0.635105962,-0.26507188
0.612401884,-0.168396133,-1.605026275,0.635132525,-0.268344373
0.611873121,-0.170406435,-1.604999711,0.635159089,-0.271616865
0.611337759,-0.17241508,-1.604973145,0.635185655,-0.274889357
0.610795805,-0.174422046,-1.604946579,0.635212221,-0.27816185
0.610247263,-0.176427312,-1.604920012,0.635238788,-0.281434342
0.609692139,-0.178430856,-1.604893443,0.635265357,-0.284706834
0.609130437,-0.180432656,-1.604866873,0.635291927,-0.287979327
0.639880739,0.016755867,-1.614766315,0.640100085,0.026179939
0.639958604,0.014662382,-1.61473985,0.64012655,0.022907446
0.640029621,0.012568567,-1.614713384,0.640153016,0.019634954
0.640093788,0.010474445,-1.614686916,0.640179483,0.016362462
0.640151104,0.008380037,-1.614660448,0.640205952,0.013089969
0.640201568,0.006285366,-1.614633979,0.640232421,0.009817477
0.640245178,0.004190455,-1.614607508,0.640258892,0.006544985
0.640281935,0.002095325,-1.614581037,0.640285363,0.003272492
0.640311836,0,-1.614554564,0.640311836,0
0.640334881,-0.002095498,-1.61452809,0.64033831,-0.003272492
0.640351069,-0.004191148,-1.614501616,0.640364784,-0.006544985
0.640360399,-0.006286926,-1.61447514,0.64039126,-0.009817477
0.640362871,-0.008382809,-1.614448663,0.640417737,-0.013089969
0.640358484,-0.010478776,-1.614422184,0.640444216,-0.016362462
0.640347238,-0.012574805,-1.614395705,0.640470695,-0.019634954
0.640329132,-0.014670872,-1.614369225,0.640497175,-0.022907446
0.640304165,-0.016766955,-1.614342744,0.640523656,-0.026179939
0.640272338,-0.018863031,-1.614316261,0.640550139,-0.029452431
0.64023365,-0.02095908,-1.614289777,0.640576623,-0.032724923
0.640188101,-0.023055077,-1.614263293,0.640603107,-0.035997416
0.640135691,-0.025151,-1.614236807,0.640629593,-0.039269908
0.64007642,-0.027246827,-1.61421032,0.64065608,-0.042542401
0.640010288,-0.029342536,-1.614183832,0.640682568,-0.045814893
0.639937295,-0.031438103,-1.614157343,0.640709057,-0.049087385
0.639857442,-0.033533508,-1.614130853,0.640735547,-0.052359878
0.639770728,-0.035628726,-1.614104361,0.640762039,-0.05563237
0.639677154,-0.037723736,-1.614077869,0.640788531,-0.058904862
0.639576721,-0.039818515,-1.614051375,0.640815025,-0.062177355
0.639469428,-0.041913041,-1.614024881,0.640841519,-0.065449847
0.639355277,-0.044007291,-1.613998385,0.640868015,-0.068722339
0.639234269,-0.046101243,-1.613971888,0.640894511,-0.071994832
0.639106403,-0.048194874,-1.613945391,0.640921009,-0.075267324
0.638971681,-0.050288162,-1.613918892,0.640947508,-0.078539816
0.638830104,-0.052381084,-1.613892392,0.640974008,-0.081812309
0.638681672,-0.054473619,-1.61386589,0.64100051,-0.085084801
0.638526387,-0.056565743,-1.613839388,0.641027012,-0.088357293
0.638364249,-0.058657434,-1.613812885,0.641053515,-0.091629786
0.638195261,-0.06074867,-1.61378638,0.64108002,-0.094902278
0.638019422,-0.062839428,-1.613759875,0.641106525,-0.09817477
0.637836735,-0.064929686,-1.613733368,0.641133032,-0.101447263
0.637647201,-0.067019421,-1.61370686,0.64115954,-0.104719755
0.63745082,-0.069108612,-1.613680352,0.641186048,-0.107992247
0.637247596,-0.071197234,-1.613653842,0.641212558,-0.11126474
0.637037529,-0.073285267,-1.613627331,0.641239069,-0.114537232
0.636820622,-0.075372688,-1.613600819,0.641265581,-0.117809724
0.636596875,-0.077459473,-1.613574305,0.641292095,-0.121082217
0.63636629,-0.079545602,-1.613547791,0.641318609,-0.124354709
0.636128871,-0.081631051,-1.613521276,0.641345124,-0.127627202
0.635884618,-0.083715798,-1.613494759,0.641371641,-0.130899694
0.635633533,-0.085799821,-1.613468242,0.641398158,-0.134172186
0.635375619,-0.087883097,-1.613441723,0.641424677,-0.137444679
0.635110879,-0.089965604,-1.613415203,0.641451197,-0.140717171
0.634839313,-0.09204732,-1.613388682,0.641477718,-0.143989663
0.634560925,-0.094128221,-1.61336216,0.64150424,-0.147262156
0.634275717,-0.096208287,-1.613335637,0.641530763,-0.150534648
0.633983692,-0.098287494,-1.613309113,0.641557287,-0.15380714
0.633684851,-0.100365821,-1.613282588,0.641583812,-0.157079633
0.633379198,-0.102443244,-1.613256061,0.641610339,-0.160352125
0.633066736,-0.104519741,-1.613229534,0.641636866,-0.163624617
0.632747466,-0.106595291,-1.613203005,0.641663395,-0.16689711
0.632421393,-0.10866987,-1.613176476,0.641689924,-0.170169602
0.632088519,-0.110743457,-1.613149945,0.641716455,-0.173442094
0.631748846,-0.11281603,-1.613123413,0.641742987,-0.176714587
0.631402379,-0.114887565,-1.61309688,0.64176952,-0.179987079
0.63104912,-0.116958041,-1.613070346,0.641796054,-0.183259572
0.630689072,-0.119027436,-1.613043811,0.641822589,-0.186532064
0.630322239,-0.121095726,-1.613017275,0.641849125,-0.189804556
0.629948624,-0.123162891,-1.612990737,0.641875663,-0.193077049
0.62956823,-0.125228907,-1.612964199,0.641902201,-0.196349541
0.629181062,-0.127293753,-1.612937659,0.641928741,-0.199622033
0.628787122,-0.129357406,-1.612911119,0.641955281,-0.202894526
0.628386414,-0.131419844,-1.612884577,0.641981823,-0.206167018
0.627978943,-0.133481045,-1.612858034,0.642008366,-0.20943951
0.627564711,-0.135540987,-1.61283149,0.64203491,-0.212712003
0.627143723,-0.137599647,-1.612804945,0.642061455,-0.215984495
0.626715982,-0.139657003,-1.612778399,0.642088001,-0.219256987
0.626281493,-0.141713034,-1.612751852,0.642114548,-0.22252948
0.62584026,-0.143767717,-1.612725304,0.642141096,-0.225801972
0.625392287,-0.145821029,-1.612698754,0.642167646,-0.229074464
0.624937578,-0.14787295,-1.612672204,0.642194196,-0.232346957
0.624476138,-0.149923456,-1.612645652,0.642220748,-0.235619449
0.62400797,-0.151972526,-1.612619099,0.642247301,-0.238891941
0.623533079,-0.154020138,-1.612592546,0.642273854,-0.242164434
0.623051471,-0.156066269,-1.612565991,0.642300409,-0.245436926
0.622563149,-0.158110898,-1.612539435,0.642326965,-0.248709418
0.622068118,-0.160154002,-1.612512878,0.642353522,-0.251981911
0.621566383,-0.16219556,-1.61248632,0.64238008,-0.255254403
0.621057948,-0.164235549,-1.61245976,0.64240664,-0.258526895
0.62054282,-0.166273947,-1.6124332,0.6424332,-0.261799388
0.620021001,-0.168310734,-1.612406639,0.642459761,-0.26507188
0.619492499,-0.170345885,-1.612380076,0.642486324,-0.268344373
0.618957317,-0.172379381,-1.612353512,0.642512888,-0.271616865
0.618415461,-0.174411198,-1.612326948,0.642539452,-0.274889357
0.617866936,-0.176441315,-1.612300382,0.642566018,-0.278161849
0.617311747,-0.17846971,-1.612273815,0.642592585,-0.281434342
0.6167499,-0.180496361,-1.612247247,0.642619153,-0.284706834
0.616181401,-0.182521246,-1.612220678,0.642645722,-0.287979327
0.647232015,0.016948367,-1.622120119,0.647453881,0.026179939
0.647310471,0.014830824,-1.622093653,0.647480347,0.022907446
0.647382001,0.01271295,-1.622067186,0.647506814,0.019634954
0.647446601,0.010594766,-1.622040719,0.647533281,0.016362462
0.647504272,0.008476295,-1.62201425,0.64755975,0.013089969
0.647555012,0.006357561,-1.62198778,0.64758622,0.009817477
0.64759882,0.004238585,-1.621961309,0.647612691,0.006544985
0.647635695,0.00211939,-1.621934837,0.647639163,0.003272492
0.647665636,0,-1.621908364,0.647665636,0
0.647688642,-0.002119564,-1.621881889,0.647692111,-0.003272492
0.647704713,-0.004239278,-1.621855414,0.647718586,-0.006544985
0.647713847,-0.00635912,-1.621828938,0.647745062,-0.009817477
0.647716044,-0.008479067,-1.62180246,0.64777154,-0.013089969
0.647711303,-0.010599097,-1.621775982,0.647798018,-0.016362462
0.647699624,-0.012719187,-1.621749502,0.647824498,-0.019634954
0.647681006,-0.014839314,-1.621723021,0.647850979,-0.022907446
0.647655449,-0.016959455,-1.621696539,0.647877461,-0.026179939
0.647622953,-0.019079588,-1.621670057,0.647903943,-0.029452431
0.647583517,-0.021199689,-1.621643573,0.647930427,-0.032724923
0.647537142,-0.023319737,-1.621617088,0.647956912,-0.035997416
0.647483827,-0.025439709,-1.621590601,0.647983399,-0.039269908
0.647423572,-0.027559581,-1.621564114,0.648009886,-0.042542401
0.647356378,-0.029679332,-1.621537626,0.648036374,-0.045814893
0.647282244,-0.031798938,-1.621511136,0.648062864,-0.049087385
0.64720117,-0.033918376,-1.621484646,0.648089354,-0.052359878
0.647113158,-0.036037625,-1.621458154,0.648115846,-0.05563237
0.647018207,-0.03815666,-1.621431662,0.648142338,-0.058904862
0.646916318,-0.040275461,-1.621405168,0.648168832,-0.062177355
0.646807491,-0.042394003,-1.621378673,0.648195327,-0.065449847
0.646691727,-0.044512264,-1.621352177,0.648221823,-0.068722339
0.646569027,-0.046630222,-1.62132568,0.64824832,-0.071994832
