5350.6	3.6366	1.3425
5352.3	3.6374	1.344
5352.9	3.6378	1.3444
5352.9	3.6378	1.3444
5353.9	3.6384	1.3452
5355.6	3.6396	1.3464
5355.6	3.6396	1.3464
5355.8	3.6398	1.3465
5357.3	3.641	1.3474
5357.5	3.6412	1.3474
5358.6	3.6421	1.348
5365.1	3.6476	1.3514
5396.6	3.6756	1.366
5454.2	3.667	1.4229
5475.8	3.6524	1.407
5478.4	3.6502	1.4056
5481.2	3.6475	1.405
5484.6	3.6441	1.4056
5487.4	3.6417	1.4071
5515.4	3.621	1.4259
5516.2	3.6204	1.4265
5552.3	3.5937	1.4507
5553.1	3.5931	1.4513
5589.2	3.5665	1.4756
5589.9	3.5659	1.4761
5626.0	3.5392	1.5004
5626.8	3.5386	1.5009
5662.9	3.5119	1.5252
5663.7	3.5113	1.5257
5699.8	3.4846	1.55
5700.6	3.484	1.5505
5736.7	3.4573	1.5748
5737.5	3.4568	1.5754
5773.5	3.4301	1.5996
5774.4	3.4295	1.6002
5810.4	3.4028	1.6244
5811.2	3.4022	1.625
5839.3	3.3814	1.6439
5842.1	3.3798	1.6461
5844.8	3.3789	1.6487
5847.6	3.379	1.6515
5850.1	3.3799	1.6538
5872.5	3.3949	1.6705
5923.3	3.3552	1.7021
5929.8	3.349	1.7001
5936.1	3.3427	1.7
5944.3	3.3347	1.7018
5948.0	3.3313	1.7034
6008.8	3.2814	1.7381
6013.5	3.2785	1.7418
6019.4	3.2754	1.7468
6025.8	3.2733	1.7528
6032.3	3.273	1.7593
6116.6	3.2101	1.8154
6121.8	3.2051	1.8137
6130.8	3.1961	1.8136
6135.9	3.1912	1.8147
6141.4	3.1861	1.8168
6201.9	3.1364	1.8514
6209.1	3.1321	1.8571
6213.9	3.1297	1.8613
6219.4	3.1282	1.8666
6225.5	3.1278	1.8727
6341.0	3.0213	1.9174
6381.1	3.0031	1.8817
6383.6	3.0008	1.8827
6527.2	2.8686	1.9388
6535.3	2.8612	1.942
6536.3	2.8602	1.9422
6544.5	2.8523	1.9445
6624.7	2.7754	1.9672
6633.8	2.7667	1.9698
6635.3	2.7652	1.9701
6643.2	2.7574	1.9712
6722.6	2.6788	1.9821
6731.5	2.6699	1.9833
6733.3	2.6681	1.9834
6742.8	2.6586	1.9833
6823.7	2.5777	1.9821
6829.9	2.5715	1.9821
6831.2	2.5703	1.982
6841.2	2.5604	1.9804
6922.7	2.48	1.967
6928.2	2.4746	1.9661
6929.6	2.4732	1.9658
6937.4	2.4658	1.9634
7018.8	2.3884	1.9382
7026.4	2.3812	1.9358
7027.8	2.3799	1.9352
7034.2	2.3742	1.9323
7119.5	2.298	1.894
7124.6	2.2934	1.8917
7126.0	2.2922	1.891
7131.8	2.2875	1.8876
7244.8	2.1954	1.8221
7246.3	2.1942	1.8213
7286.5	2.1707	1.854
7296.2	2.1613	1.8517
7331.8	2.1824	1.823
7368.7	2.1657	1.7901
7369.5	2.1653	1.7894
7405.6	2.149	1.7572
7406.4	2.1486	1.7565
7442.3	2.1323	1.7245
7443.4	2.1318	1.7236
7479.3	2.1156	1.6915
7480.1	2.1152	1.6908
7516.2	2.0989	1.6586
7517.0	2.0985	1.6579
7553.0	2.0822	1.6258
7553.9	2.0818	1.625
7583.9	2.0681	1.5983
7584.9	2.0675	1.5975
